id	label	description	x	y	cluster	weight<Citations>	weight<Co-citations>
51195	psychotherapy	<table><tr><td>Source:</td><td>psychotherapy</td></tr><tr><td>Citations:</td><td>23</td></tr><tr><td>Co-citations:</td><td>6235</td></tr></table>	-0.6517	-0.4496	3	23	6235
51277	public culture	<table><tr><td>Source:</td><td>public culture</td></tr><tr><td>Citations:</td><td>94</td></tr><tr><td>Co-citations:</td><td>3369</td></tr></table>	0.8974	0.0561	1	94	3369
51340	public opin quart	<table><tr><td>Source:</td><td>public opin quart</td></tr><tr><td>Citations:</td><td>120</td></tr><tr><td>Co-citations:</td><td>4155</td></tr></table>	0.76	-0.0086	1	120	4155
51545	q j econ	<table><tr><td>Source:</td><td>q j econ</td></tr><tr><td>Citations:</td><td>73</td></tr><tr><td>Co-citations:</td><td>3386</td></tr></table>	0.7513	-0.0247	1	73	3386
51552	q j exp psychol	<table><tr><td>Source:</td><td>q j exp psychol</td></tr><tr><td>Citations:</td><td>55</td></tr><tr><td>Co-citations:</td><td>4560</td></tr></table>	-0.452	-0.1147	2	55	4560
51553	q j exp psychol-a	<table><tr><td>Source:</td><td>q j exp psychol-a</td></tr><tr><td>Citations:</td><td>78</td></tr><tr><td>Co-citations:</td><td>4442</td></tr></table>	-0.5642	-0.1244	2	78	4442
51567	q rev biol	<table><tr><td>Source:</td><td>q rev biol</td></tr><tr><td>Citations:</td><td>73</td></tr><tr><td>Co-citations:</td><td>3214</td></tr></table>	-0.6404	0.3953	4	73	3214
53192	relative deprivation	<table><tr><td>Source:</td><td>relative deprivation</td></tr><tr><td>Citations:</td><td>51</td></tr><tr><td>Co-citations:</td><td>2830</td></tr></table>	0.4829	-0.0438	2	51	2830
53565	repertoires cycles c	<table><tr><td>Source:</td><td>repertoires cycles c</td></tr><tr><td>Citations:</td><td>64</td></tr><tr><td>Co-citations:</td><td>3349</td></tr></table>	1.079	0.0331	1	64	3349
53842	res organ behav	<table><tr><td>Source:</td><td>res organ behav</td></tr><tr><td>Citations:</td><td>115</td></tr><tr><td>Co-citations:</td><td>6095</td></tr></table>	0.9149	0.0223	1	115	6095
53898	res soc mov confl ch	<table><tr><td>Source:</td><td>res soc mov confl ch</td></tr><tr><td>Citations:</td><td>49</td></tr><tr><td>Co-citations:</td><td>2918</td></tr></table>	0.9934	0.0468	1	49	2918
53901	res soc org	<table><tr><td>Source:</td><td>res soc org</td></tr><tr><td>Citations:</td><td>53</td></tr><tr><td>Co-citations:</td><td>2959</td></tr></table>	0.9719	0.0365	1	53	2959
53914	res social movements	<table><tr><td>Source:</td><td>res social movements</td></tr><tr><td>Citations:</td><td>207</td></tr><tr><td>Co-citations:</td><td>8663</td></tr></table>	0.9993	0.0166	1	207	8663
55349	rural sociol	<table><tr><td>Source:</td><td>rural sociol</td></tr><tr><td>Citations:</td><td>151</td></tr><tr><td>Co-citations:</td><td>4031</td></tr></table>	0.7399	0.0604	1	151	4031
55963	schizophr res	<table><tr><td>Source:</td><td>schizophr res</td></tr><tr><td>Citations:</td><td>299</td></tr><tr><td>Co-citations:</td><td>21427</td></tr></table>	-0.9402	-0.341	3	299	21427
55968	schizophrenia bull	<table><tr><td>Source:</td><td>schizophrenia bull</td></tr><tr><td>Citations:</td><td>211</td></tr><tr><td>Co-citations:</td><td>12984</td></tr></table>	-0.9166	-0.3548	3	211	12984
56027	sci am	<table><tr><td>Source:</td><td>sci am</td></tr><tr><td>Citations:</td><td>92</td></tr><tr><td>Co-citations:</td><td>3184</td></tr></table>	-0.1208	0.0723	2	92	3184
56233	science	<table><tr><td>Source:</td><td>science</td></tr><tr><td>Citations:</td><td>1599</td></tr><tr><td>Co-citations:</td><td>84564</td></tr></table>	-0.4564	0.1788	4	1599	84564
56372	searchlight	<table><tr><td>Source:</td><td>searchlight</td></tr><tr><td>Citations:</td><td>26</td></tr><tr><td>Co-citations:</td><td>9386</td></tr></table>	1.3233	0.0403	1	26	9386
56926	sex roles	<table><tr><td>Source:</td><td>sex roles</td></tr><tr><td>Citations:</td><td>107</td></tr><tr><td>Co-citations:</td><td>3705</td></tr></table>	0.3508	-0.0586	2	107	3705
57319	signs	<table><tr><td>Source:</td><td>signs</td></tr><tr><td>Citations:</td><td>155</td></tr><tr><td>Co-citations:</td><td>6948</td></tr></table>	1.0013	-0.0212	1	155	6948
57526	sleep	<table><tr><td>Source:</td><td>sleep</td></tr><tr><td>Citations:</td><td>221</td></tr><tr><td>Co-citations:</td><td>10156</td></tr></table>	-0.7315	-0.1937	2	221	10156
57736	soc cognition	<table><tr><td>Source:</td><td>soc cognition</td></tr><tr><td>Citations:</td><td>64</td></tr><tr><td>Co-citations:</td><td>6959</td></tr></table>	-0.0555	-0.1197	2	64	6959
57765	soc forces	<table><tr><td>Source:</td><td>soc forces</td></tr><tr><td>Citations:</td><td>752</td></tr><tr><td>Co-citations:</td><td>33863</td></tr></table>	0.9473	0.0213	1	752	33863
57808	soc natur resour	<table><tr><td>Source:</td><td>soc natur resour</td></tr><tr><td>Citations:</td><td>121</td></tr><tr><td>Co-citations:</td><td>4078</td></tr></table>	0.6443	0.0815	1	121	4078
57813	soc networks	<table><tr><td>Source:</td><td>soc networks</td></tr><tr><td>Citations:</td><td>100</td></tr><tr><td>Co-citations:</td><td>3794</td></tr></table>	0.7318	0.0621	1	100	3794
57818	soc neurosci	<table><tr><td>Source:</td><td>soc neurosci</td></tr><tr><td>Citations:</td><td>63</td></tr><tr><td>Co-citations:</td><td>4113</td></tr></table>	-0.6768	-0.0845	2	63	4113
57837	soc probl	<table><tr><td>Source:</td><td>soc probl</td></tr><tr><td>Citations:</td><td>786</td></tr><tr><td>Co-citations:</td><td>30513</td></tr></table>	0.9396	0.0098	1	786	30513
57847	soc psychol quart	<table><tr><td>Source:</td><td>soc psychol quart</td></tr><tr><td>Citations:</td><td>105</td></tr><tr><td>Co-citations:</td><td>5487</td></tr></table>	0.4534	-0.0387	2	105	5487
57855	soc res	<table><tr><td>Source:</td><td>soc res</td></tr><tr><td>Citations:</td><td>271</td></tr><tr><td>Co-citations:</td><td>11368</td></tr></table>	0.9779	0.0252	1	271	11368
57870	soc sci hist	<table><tr><td>Source:</td><td>soc sci hist</td></tr><tr><td>Citations:</td><td>90</td></tr><tr><td>Co-citations:</td><td>3761</td></tr></table>	0.9996	0.0428	1	90	3761
57872	soc sci inform	<table><tr><td>Source:</td><td>soc sci inform</td></tr><tr><td>Citations:</td><td>51</td></tr><tr><td>Co-citations:</td><td>2661</td></tr></table>	0.9079	0.0578	1	51	2661
57874	soc sci med	<table><tr><td>Source:</td><td>soc sci med</td></tr><tr><td>Citations:</td><td>446</td></tr><tr><td>Co-citations:</td><td>10094</td></tr></table>	0.2107	-0.0693	3	446	10094
57880	soc sci quart	<table><tr><td>Source:</td><td>soc sci quart</td></tr><tr><td>Citations:</td><td>157</td></tr><tr><td>Co-citations:</td><td>4929</td></tr></table>	0.766	0.0124	1	157	4929
57901	soc stud sci	<table><tr><td>Source:</td><td>soc stud sci</td></tr><tr><td>Citations:</td><td>90</td></tr><tr><td>Co-citations:</td><td>2935</td></tr></table>	0.8038	0.0491	1	90	2935
58043	social conflict soci	<table><tr><td>Source:</td><td>social conflict soci</td></tr><tr><td>Citations:</td><td>79</td></tr><tr><td>Co-citations:</td><td>3314</td></tr></table>	0.9802	-0.0022	1	79	3314
58046	social construction	<table><tr><td>Source:</td><td>social construction</td></tr><tr><td>Citations:</td><td>77</td></tr><tr><td>Co-citations:</td><td>2971</td></tr></table>	0.7775	0.0074	1	77	2971
58320	social movements cul	<table><tr><td>Source:</td><td>social movements cul</td></tr><tr><td>Citations:</td><td>122</td></tr><tr><td>Co-citations:</td><td>5360</td></tr></table>	0.9877	0.0041	1	122	5360
58334	social movements mat	<table><tr><td>Source:</td><td>social movements mat</td></tr><tr><td>Citations:</td><td>87</td></tr><tr><td>Co-citations:</td><td>4817</td></tr></table>	1.0212	0.0365	1	87	4817
58335	social movements net	<table><tr><td>Source:</td><td>social movements net</td></tr><tr><td>Citations:</td><td>60</td></tr><tr><td>Co-citations:</td><td>3000</td></tr></table>	1.0016	0.0602	1	60	3000
58336	social movements org	<table><tr><td>Source:</td><td>social movements org</td></tr><tr><td>Citations:</td><td>169</td></tr><tr><td>Co-citations:</td><td>9224</td></tr></table>	0.9939	0.0403	1	169	9224
58671	socialist rev	<table><tr><td>Source:</td><td>socialist rev</td></tr><tr><td>Citations:</td><td>89</td></tr><tr><td>Co-citations:</td><td>3095</td></tr></table>	1.0304	0.0167	1	89	3095
58703	socio-econ rev	<table><tr><td>Source:</td><td>socio-econ rev</td></tr><tr><td>Citations:</td><td>45</td></tr><tr><td>Co-citations:</td><td>2759</td></tr></table>	0.9666	0.0431	1	45	2759
58729	sociol forum	<table><tr><td>Source:</td><td>sociol forum</td></tr><tr><td>Citations:</td><td>249</td></tr><tr><td>Co-citations:</td><td>11745</td></tr></table>	0.9569	0.0337	1	249	11745
58730	sociol health ill	<table><tr><td>Source:</td><td>sociol health ill</td></tr><tr><td>Citations:</td><td>107</td></tr><tr><td>Co-citations:</td><td>2523</td></tr></table>	0.5114	-0.0285	1	107	2523
58734	sociol inq	<table><tr><td>Source:</td><td>sociol inq</td></tr><tr><td>Citations:</td><td>217</td></tr><tr><td>Co-citations:</td><td>8895</td></tr></table>	0.8809	0.0197	1	217	8895
58736	sociol method res	<table><tr><td>Source:</td><td>sociol method res</td></tr><tr><td>Citations:</td><td>95</td></tr><tr><td>Co-citations:</td><td>3838</td></tr></table>	0.9841	0.0207	1	95	3838
58737	sociol methodol	<table><tr><td>Source:</td><td>sociol methodol</td></tr><tr><td>Citations:</td><td>80</td></tr><tr><td>Co-citations:</td><td>3021</td></tr></table>	0.8512	0.0241	1	80	3021
58738	sociol perspect	<table><tr><td>Source:</td><td>sociol perspect</td></tr><tr><td>Citations:</td><td>98</td></tr><tr><td>Co-citations:</td><td>4277</td></tr></table>	0.9054	0.0174	1	98	4277
58740	sociol quart	<table><tr><td>Source:</td><td>sociol quart</td></tr><tr><td>Citations:</td><td>228</td></tr><tr><td>Co-citations:</td><td>9761</td></tr></table>	0.925	0.0149	1	228	9761
58744	sociol rev	<table><tr><td>Source:</td><td>sociol rev</td></tr><tr><td>Citations:</td><td>88</td></tr><tr><td>Co-citations:</td><td>2595</td></tr></table>	0.8671	0.0413	1	88	2595
58746	sociol ruralis	<table><tr><td>Source:</td><td>sociol ruralis</td></tr><tr><td>Citations:</td><td>152</td></tr><tr><td>Co-citations:</td><td>2588</td></tr></table>	0.7857	0.1117	1	152	2588
58752	sociol theor	<table><tr><td>Source:</td><td>sociol theor</td></tr><tr><td>Citations:</td><td>115</td></tr><tr><td>Co-citations:</td><td>6256</td></tr></table>	0.9675	0.04	1	115	6256
58791	sociological theory	<table><tr><td>Source:</td><td>sociological theory</td></tr><tr><td>Citations:</td><td>107</td></tr><tr><td>Co-citations:</td><td>4608</td></tr></table>	0.9603	0.0194	1	107	4608
58806	sociology	<table><tr><td>Source:</td><td>sociology</td></tr><tr><td>Citations:</td><td>153</td></tr><tr><td>Co-citations:</td><td>4820</td></tr></table>	0.8647	0.0362	1	153	4820
59099	south calif law rev	<table><tr><td>Source:</td><td>south calif law rev</td></tr><tr><td>Citations:</td><td>20</td></tr><tr><td>Co-citations:</td><td>3229</td></tr></table>	0.6664	-0.1629	5	20	3229
59107	southern calif law r	<table><tr><td>Source:</td><td>southern calif law r</td></tr><tr><td>Citations:</td><td>22</td></tr><tr><td>Co-citations:</td><td>2972</td></tr></table>	0.7843	-0.1698	5	22	2972
59651	stanford law rev	<table><tr><td>Source:</td><td>stanford law rev</td></tr><tr><td>Citations:</td><td>192</td></tr><tr><td>Co-citations:</td><td>21276</td></tr></table>	0.8441	-0.1688	5	192	21276
60275	strategic manage j	<table><tr><td>Source:</td><td>strategic manage j</td></tr><tr><td>Citations:</td><td>157</td></tr><tr><td>Co-citations:</td><td>7321</td></tr></table>	0.8618	0.0176	1	157	7321
60317	strategy social prot	<table><tr><td>Source:</td><td>strategy social prot</td></tr><tr><td>Citations:</td><td>155</td></tr><tr><td>Co-citations:</td><td>7093</td></tr></table>	1.015	0.0172	1	155	7093
60401	stroke	<table><tr><td>Source:</td><td>stroke</td></tr><tr><td>Citations:</td><td>83</td></tr><tr><td>Co-citations:</td><td>4450</td></tr></table>	-0.8301	-0.208	3	83	4450
61207	symb interact	<table><tr><td>Source:</td><td>symb interact</td></tr><tr><td>Citations:</td><td>61</td></tr><tr><td>Co-citations:</td><td>2318</td></tr></table>	0.7978	-0.0047	1	61	2318
61359	t i brit geogr	<table><tr><td>Source:</td><td>t i brit geogr</td></tr><tr><td>Citations:</td><td>145</td></tr><tr><td>Co-citations:</td><td>3080</td></tr></table>	0.854	0.0939	1	145	3080
61513	talking politics	<table><tr><td>Source:</td><td>talking politics</td></tr><tr><td>Citations:</td><td>59</td></tr><tr><td>Co-citations:</td><td>3401</td></tr></table>	1.0441	0.0203	1	59	3401
61956	tex law rev	<table><tr><td>Source:</td><td>tex law rev</td></tr><tr><td>Citations:</td><td>58</td></tr><tr><td>Co-citations:</td><td>6418</td></tr></table>	0.8346	-0.1798	5	58	6418
62120	theor cult soc	<table><tr><td>Source:</td><td>theor cult soc</td></tr><tr><td>Citations:</td><td>146</td></tr><tr><td>Co-citations:</td><td>3451</td></tr></table>	0.8844	0.0541	1	146	3451
62130	theor soc	<table><tr><td>Source:</td><td>theor soc</td></tr><tr><td>Citations:</td><td>340</td></tr><tr><td>Co-citations:</td><td>17389</td></tr></table>	0.9413	0.0354	1	340	17389
62689	thesis u california	<table><tr><td>Source:</td><td>thesis u california</td></tr><tr><td>Citations:</td><td>101</td></tr><tr><td>Co-citations:</td><td>3199</td></tr></table>	0.3964	0.1502	1	101	3199
63046	third world q	<table><tr><td>Source:</td><td>third world q</td></tr><tr><td>Citations:</td><td>88</td></tr><tr><td>Co-citations:</td><td>2827</td></tr></table>	0.9379	0.0912	1	88	2827
63153	time	<table><tr><td>Source:</td><td>time</td></tr><tr><td>Citations:</td><td>47</td></tr><tr><td>Co-citations:</td><td>2943</td></tr></table>	0.9661	-0.0712	5	47	2943
63820	transnational protes	<table><tr><td>Source:</td><td>transnational protes</td></tr><tr><td>Citations:</td><td>46</td></tr><tr><td>Co-citations:</td><td>2219</td></tr></table>	0.9718	0.0703	1	46	2219
63824	transnational social	<table><tr><td>Source:</td><td>transnational social</td></tr><tr><td>Citations:</td><td>62</td></tr><tr><td>Co-citations:</td><td>2569</td></tr></table>	0.928	0.0792	1	62	2569
64003	trends cogn sci	<table><tr><td>Source:</td><td>trends cogn sci</td></tr><tr><td>Citations:</td><td>602</td></tr><tr><td>Co-citations:</td><td>34456</td></tr></table>	-0.6622	-0.0875	2	602	34456
64007	trends ecol evol	<table><tr><td>Source:</td><td>trends ecol evol</td></tr><tr><td>Citations:</td><td>321</td></tr><tr><td>Co-citations:</td><td>15099</td></tr></table>	-0.5957	0.5185	4	321	15099
64018	trends neurosci	<table><tr><td>Source:</td><td>trends neurosci</td></tr><tr><td>Citations:</td><td>142</td></tr><tr><td>Co-citations:</td><td>9714</td></tr></table>	-0.8511	-0.0824	2	142	9714
64315	u chicago law rev	<table><tr><td>Source:</td><td>u chicago law rev</td></tr><tr><td>Citations:</td><td>90</td></tr><tr><td>Co-citations:</td><td>10648</td></tr></table>	0.7965	-0.167	5	90	10648
64320	u colo l rev	<table><tr><td>Source:</td><td>u colo l rev</td></tr><tr><td>Citations:</td><td>22</td></tr><tr><td>Co-citations:</td><td>3432</td></tr></table>	0.8315	-0.1489	5	22	3432
64336	u miami l rev	<table><tr><td>Source:</td><td>u miami l rev</td></tr><tr><td>Citations:</td><td>41</td></tr><tr><td>Co-citations:</td><td>4322</td></tr></table>	0.9883	-0.1792	5	41	4322
64352	u penn law rev	<table><tr><td>Source:</td><td>u penn law rev</td></tr><tr><td>Citations:</td><td>130</td></tr><tr><td>Co-citations:</td><td>13729</td></tr></table>	0.9326	-0.1673	5	130	13729
64396	ucla law rev	<table><tr><td>Source:</td><td>ucla law rev</td></tr><tr><td>Citations:</td><td>80</td></tr><tr><td>Co-citations:</td><td>6744</td></tr></table>	0.9416	-0.1636	5	80	6744
65546	urban stud	<table><tr><td>Source:</td><td>urban stud</td></tr><tr><td>Citations:</td><td>107</td></tr><tr><td>Co-citations:</td><td>2398</td></tr></table>	0.8263	0.0617	1	107	2398
65793	va law rev	<table><tr><td>Source:</td><td>va law rev</td></tr><tr><td>Citations:</td><td>138</td></tr><tr><td>Co-citations:</td><td>15620</td></tr></table>	0.8312	-0.1661	5	138	15620
65863	vanderbilt law rev	<table><tr><td>Source:</td><td>vanderbilt law rev</td></tr><tr><td>Citations:</td><td>47</td></tr><tr><td>Co-citations:</td><td>6621</td></tr></table>	0.5792	-0.1653	5	47	6621
66210	vis cogn	<table><tr><td>Source:</td><td>vis cogn</td></tr><tr><td>Citations:</td><td>127</td></tr><tr><td>Co-citations:</td><td>6953</td></tr></table>	-0.6497	-0.1283	2	127	6953
66238	vision res	<table><tr><td>Source:</td><td>vision res</td></tr><tr><td>Citations:</td><td>163</td></tr><tr><td>Co-citations:</td><td>9414</td></tr></table>	-0.6723	-0.0225	2	163	9414
66489	w european politics	<table><tr><td>Source:</td><td>w european politics</td></tr><tr><td>Citations:</td><td>73</td></tr><tr><td>Co-citations:</td><td>2576</td></tr></table>	1.0266	0.0561	1	73	2576
66604	wall street j	<table><tr><td>Source:</td><td>wall street j</td></tr><tr><td>Citations:</td><td>63</td></tr><tr><td>Co-citations:</td><td>2919</td></tr></table>	0.9922	-0.0117	1	63	2919
67676	wildlife soc b	<table><tr><td>Source:</td><td>wildlife soc b</td></tr><tr><td>Citations:</td><td>117</td></tr><tr><td>Co-citations:</td><td>3052</td></tr></table>	-0.6792	0.6102	4	117	3052
67772	wisc law rev	<table><tr><td>Source:</td><td>wisc law rev</td></tr><tr><td>Citations:</td><td>48</td></tr><tr><td>Co-citations:</td><td>4380</td></tr></table>	0.9696	-0.144	5	48	4380
67832	wm mary l rev	<table><tr><td>Source:</td><td>wm mary l rev</td></tr><tr><td>Citations:</td><td>30</td></tr><tr><td>Co-citations:</td><td>3185</td></tr></table>	0.8872	-0.1832	5	30	3185
68269	womens movements us	<table><tr><td>Source:</td><td>womens movements us</td></tr><tr><td>Citations:</td><td>80</td></tr><tr><td>Co-citations:</td><td>3065</td></tr></table>	1.0097	-0.0065	1	80	3065
68662	world dev	<table><tr><td>Source:</td><td>world dev</td></tr><tr><td>Citations:</td><td>212</td></tr><tr><td>Co-citations:</td><td>5916</td></tr></table>	0.8101	0.0984	1	212	5916
68797	world polit	<table><tr><td>Source:</td><td>world polit</td></tr><tr><td>Citations:</td><td>170</td></tr><tr><td>Co-citations:</td><td>9287</td></tr></table>	1.0316	0.0738	1	170	9287
69062	yale law j	<table><tr><td>Source:</td><td>yale law j</td></tr><tr><td>Citations:</td><td>319</td></tr><tr><td>Co-citations:</td><td>31005</td></tr></table>	0.9201	-0.1741	5	319	31005
69263	z tierpsychol	<table><tr><td>Source:</td><td>z tierpsychol</td></tr><tr><td>Citations:</td><td>81</td></tr><tr><td>Co-citations:</td><td>3357</td></tr></table>	-0.753	0.4717	4	81	3357
69383	zoo biol	<table><tr><td>Source:</td><td>zoo biol</td></tr><tr><td>Citations:</td><td>38</td></tr><tr><td>Co-citations:</td><td>6386</td></tr></table>	-0.7901	0.2765	4	38	6386
